sku,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.country_of_origin,fields.import_description,fields.assembly_details,fields.frame_color,fields.material_frame,fields.targeted_audience,fields.subtype,fields.maximum_seating_capacity,fields.number_of_piece,fields.seat_depth,fields.seat_height_floor_to_set_top,fields.seat_width,fields.target_listing_action,fields.target_posting_template,fields.warranty,fields.target_sku,fields.cushion_type,fields.arm_type,fields.cushion_textiles_1,fields.maximum_set_seating_capacity,fields.seating_piece_1_depth,fields.seating_piece_1_height,fields.seating_piece_1_seat_depth,fields.seating_piece_1_type,fields.seating_piece_1_weight,fields.seating_piece_1_width,fields.shape,fields.tabletop_thickness,fields.material_textile_1,fields.pattern_group,fields.seat_back_height,fields.upholstery,fields.material_furniture_hardware,fields.cushion_material_fill_1,fields.seating_piece_1_material_seat,fields.seating_piece_1_seat_back_height,fields.battery_1_information,fields.capacity_volume,fields.care_and_cleaning,fields.pet_type,fields.base_height,fields.base_length,fields.base_width,fields.base_weight,fields.maximum_pole_diameter_accommodated,fields.base_weight_approximate_when_filled,fields.fillable_base,fields.power_source,fields.closure_type,fields.material_fill_1,fields.seat_cushion_depth,fields.seat_cushion_thickness,fields.seat_cushion_width,fields.height_adjustability,fields.seat_height_maximum_floor_to_seat_top,fields.seat_height_minimum_floor_to_seat_top,fields.includes,fields.pole_diameter,fields.pole_height,fields.umbrella_lift_type,fields.umbrella_shade_color,fields.umbrella_weight,fields.umbrella_width,fields.ligthed,fields.umbrella_length,fields.umbrella_tilt,fields.lighted,fields.number_of_settings,fields.heat_coverage,fields.maximum_heat_output,fields.extension_table,fields.table_base_style,fields.table_piece_1_number_of_seats_accommodated,fields.table_piece_1_floor_to_apron_height,fields.table_piece_1_height,fields.table_piece_1_length,fields.table_piece_1_weight,fields.table_piece_1_width,fields.number_of_seats_accommodated,fields.material_surface,fields.floor_to_apron_height,fields.pet_lifestage,fields.protective_qualities,fields.table_piece_1_type,fields.seat_or_cushion_color,fields.required_not_included,fields.material_fill_percentage_1,fields.seat_back_width,fields.material_tabletop,options.0,options.1
variant-89,WestinTrends Tuscany HIPS Outdoor Patio Folding Adirondack Chairs with Ottomans and Side Table (5-Piece Conversation Set),WestinTrends,"Give your backyard that rustic charm while relaxing with a friend on a warm spring day with this charming 5-piece folding Adirondack chair, folding ottoman, and side table set. Made to last with an all-weather-resistant HIPS (polystyrene) plastic material that features a smooth wood-like grain texture that is sure to withstand each season. Sit and relax in comfort with the slanted and spacious contoured seat to lay back and relax, an arched back, and the ottoman to kick your legs up and relax, all while placing your snacks and drinks on top of the double-layer side table that is perfect for placing your favorite books or decor piece underneath. Store the ottoman and chair with ease thanks to the foldable design, which makes it easier to save space in your storage space.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
  <li>Weight Capacity Per Table: 180 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 29.2"" W x 32"" D x 35.2"" H</li>
  <li>Chair Seat Height - Floor to Seat: 14""</li>
  <li>Side Table: 14"" W x 14"" D x 18"" H</li>
  <li>Ottoman: 20"" W x 18.7"" D x 13.5"" H</li>
  <li>Chair Weight: 36 LBS</li>
  <li>Table Weight: 8.9 LBS</li>
  <li>Ottoman Weight: 8.9 LBS</li>
</ul>",,,"Set Includes: Two (2) Tuscany Adirondack Chairs, Two (2) Folding Ottomans, One (1) Side Table.","Durable High Impact polystyrene (HIPS) plastic material resist cracks, chips, and peeling.",Smooth wood grain texture that mimics natural wood,"Weather-resistant material withstands harsh outdoor sun exposure, strong winds, and snow",Chair and ottoman fold to make storage easy and bring on the go,,imported,"Adult Assembly Required, Tools Provided",,Polystyrene,Adult (18 Years and Up),Patio Conversation Sets,2,5,20,15.4,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,15.4,20,Adirondack chair,39.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-94,WestinTrends Malibu HDPE Outdoor Patio Folding Poly Adirondack Chairs with Ottomans (4-Piece Conversation Set),WestinTrends,"Bring a piece of the beach with you to your own backyard with this stunning Adirondack chair with footrest ottoman set. The chairs' ergonomic design was made for comfort with the reclined seashell style backrest for back support, wide armrest, waterfall front, and contoured seat for a relaxing experience. Made from recycled, environmentally friendly HDPE that is durable and made for outdoor use, with weather and UV resistance to prevent fading, keeping that new look all year long. Unlike natural wood, which is prone to rot, cracks, chips, peeling, and splinters, HDPE is resistant to all of these issues and is constructed with a solid design that is meant to last. The foldable design makes it simple to store and bring out for any occasion, and it will brighten up your outdoor space.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 29.2"""" W x 32"""" D x 35.2"""" H</li>
  <li>Chair Seat Height - Floor to Seat: 14""""</li>
  <li>Ottoman: 20"""" W x 18.7"""" D x 13.5"""" H</li>
  <li>Chair Weight: 36 LBS</li>
  <li>Ottoman Weight: 8.9 LBS</li>
</ul>",,,"Set Includes: Two (2) Malibu Adirondack Chairs, Two (2) Folding Ottomans.",The chair and ottoman feature an optimized storage capability with an effortless folding feature for convenient storage.,"This set features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair features a timeless, classic aesthetic, with a wide backrest, armrests, and waterfall seat",,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Conversation Sets,2,4,20,14,20.3,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,14,20,Adirondack chair,36,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-99,WestinTrends Dylan HDPE Outdoor Patio Adirondack Chairs with Ottomans (4-Piece Conversation Set),WestinTrends,"Sit back, relax, and catch a tan or enjoy some family time on this stunningly crafted 4-piece Adirondack chair set. Designed with comfort and style in mind, it features an ottoman for your feet and a broad armrest for extra armroom; a seashell design and curved reclined backrest for a more comfortable seat; and a high back for superior back support that lessens spinal tension. Constructed from a durable and solid HDPE material that is weather resistant and, unlike wood, won't rot, crack, chip, peel, or splinter. A UV-protective coating prevents fading, keeping the colors vibrant and amazing all year long. These attractive chairs are easy to clean, making it perfect for the outdoor space and is sure to make your backyard the place to be.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 24"" W x 33.5"" D x 36.4"" H</li>
  <li>Chair Seat Height - Floor to Seat: 15""</li>
  <li>Ottoman: 20"" W x 18.7"" D x 13.5"" H</li>
  <li>Chair Weight: 42 LBS</li>
  <li>Ottoman Weight: 8.9 LBS</li>
</ul>",,,"Set Includes: Two (2) Dylan Adirondack Chairs, Two (2) Folding Ottomans",Vibrantly colored during manufacturing for even distribution & deep embedding of colors within the plastic.,"This collection features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair feature an enhanced sink-in comfort with sloped seat, armrests and wide backrest",,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Conversation Sets,2,4,20,15,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,15,20,Adirondack chair,42,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-104,WestinTrends Tuscany HIPS Outdoor Patio Folding Adirondack Chairs with Ottomans (4-Piece Conversation Set),WestinTrends,"Give your backyard that rustic charm while relaxing out on a warm spring day with this charming 4-piece folding Adirondack chair and ottoman set. Made to last with an all-weather resistant HIPS (polystyrene) plastic material that features a smooth wood-like grain texture that is sure to withstand each season. Sit back and relax while chatting with a friend in comfort with the slanted and spacious contoured seat to lay back and relax, an arched back, and the ottoman to kick your legs up and relax. Easy to store away and bring along with the folding Adirondack and ottoman. Durable design to resist cracks, peeling, and chips.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HIPS</li>
  <li>Hardware Material: 304 Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 32.2"" W x 37.2"" D x 37.8"" H</li>
  <li>Chair Seat Height - Floor to Seat: 15.4""</li>
  <li>Ottoman: 22"" W x 21"" D x 14.4"" H</li>
  <li>Chair Weight: 39.9 LBS</li>
  <li>Ottoman Weight: 10.36 LBS</li>
</ul>",,,"Set Includes: Two (2) Tuscany Adirondack Chairs, Two (2) Folding Ottomans.",The chair and ottoman feature an optimized storage capability with an effortless folding feature for convenient storage.,"This collection features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair feature a tall, curved, seashell backrest, wide sloped seat base, and  armrests enhance comfort for prolonged lounging",,,imported,"Adult Assembly Required, Tools Provided",,Polystyrene,Adult (18 Years and Up),Patio Conversation Sets,2,4,20,15.4,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,15.4,20,Adirondack chair,39.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-106,WestinTrends Malibu HDPE Outdoor Patio Folding Poly Adirondack Chair with Ottoman (2-Piece Set),WestinTrends,"Bring a piece of the beach with you to your own backyard with this stunning Adirondack chair and footrest ottoman set. The chairs' ergonomic design was made for comfort with the reclined seashell style backrest for back support, wide armrest, waterfall front, and contoured seat for a relaxing experience. Made from recycled, environmentally friendly HDPE that is tough and made for outdoor use, with weather and UV resistance to prevent fading, keeping that new look all year long. Unlike natural wood, which is prone to rot, cracks, chips, peeling, and splinters, HDPE is resistant to all of these issues and is constructed with a solid design that is meant to last. The foldable design makes it simple to store and bring out for any occasion, and it will brighten up your outdoor space.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 29.2"" W x 32"" D x 35.2"" H</li>
  <li>Chair Seat Height - Floor to Seat: 14""</li>
  <li>Ottoman: 20"" W x 18.7"" D x 13.5"" H</li>
  <li>Chair Weight: 36 LBS</li>
  <li>Ottoman Weight: 8.9 LBS</li>
</ul>",,,"Set Includes: One (1) Malibu Adirondack Chair, One (1) Folding Ottoman.",The chair and ottoman feature an optimized storage capability with an effortless folding feature for convenient storage.,"This set features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot.","The chair features a timeless, classic aesthetic, with a wide backrest, armrests, and waterfall seat",,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Conversation Sets,1,2,20,14,20.3,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,2,20,14,20,Adirondack chair,36,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Adirondack Chair,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-111,WestinTrends Dylan HDPE Outdoor Patio Adirondack Chair with Ottoman (2-Piece Set),WestinTrends,"Sit back, relax, and catch a tan or enjoy some family time on this stunningly crafted 2-piece Adirondack chair with ottoman set. Designed with comfort and style in mind, it features an ottoman for your feet and a broad armrest for extra armroom; a seashell design and curved reclined backrest for a more comfortable seat; and a high back for superior back support that lessens spinal tension. Constructed from a durable and solid HDPE material that is weather resistant and, unlike wood, won't rot, crack, chip, peel, or splinter. A UV-protective coating prevents fading, keeping the colors vibrant and amazing all year long. These attractive chairs are easy to clean, making it perfect for the outdoor space and is sure to make your backyard the place to be.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 24"" W x 33.5"" D x 36.4"" H</li>
  <li>Chair Seat Height - Floor to Seat: 15""</li>
  <li>Ottoman: 20"" W x 18.7"" D x 13.5"" H</li>
  <li>Chair Weight: 42 LBS</li>
  <li>Ottoman Weight: 8.9 LBS</li>
</ul>",,,"Set Includes: One (1) Dylan Adirondack Chair, One (1) Folding Ottoman",Vibrantly colored during manufacturing for even distribution & deep embedding of colors within the plastic.,"This collection features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair feature an enhanced sink-in comfort with sloped seat, armrests and wide backrest",,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Adirondack Chairs,1,2,20,15,22,FULL,Patio Accent Chairs,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,,,,,,,,,,,,,,,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-116,WestinTrends Tuscany HIPS Outdoor Patio Folding Adirondack Chair with Ottoman (2-Piece Set),WestinTrends,"Give your backyard that rustic charm while relaxing out on a warm spring day with this charming folding Adirondack chair and ottoman. Made to last with an all-weather resistant HIPS (polystyrene) plastic material that features a smooth wood-like grain texture that is sure to withstand each season. Sit and relax in comfort with the slanted and spacious contoured seat to lay back and relax, an arched back, and the ottoman to kick your legs up and relax. Easy to store away and bring along with the folding Adirondack and ottoman. Durable design to resist cracks, peeling, and chips.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HIPS</li>
  <li>Hardware Material: 304 Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 32.2"" W x 37.2"" D x 37.8"" H</li>
  <li>Chair Seat Height - Floor to Seat: 15.4""</li>
  <li>Ottoman: 22"" W x 21"" D x 14.4"" H</li>
  <li>Chair Weight: 39.9 LBS</li>
  <li>Ottoman Weight: 10.36 LBS</li>
</ul>",,,"Set Includes: One (1) Tuscany Adirondack Chair, One (1) Folding Ottoman.",The chair and ottoman feature an optimized storage capability with an effortless folding feature for convenient storage.,"This collection features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair feature a tall, curved, seashell backrest, wide sloped seat base, and  armrests enhance comfort for prolonged lounging",,,imported,"Adult Assembly Required, Tools Provided",,Polystyrene,Adult (18 Years and Up),Patio Chair and Ottoman Sets,1,2,20,15.4,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,15.4,20,Adirondack chair,39.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Adirondack Chair,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-121,WestinTrends Malibu HDPE Outdoor Patio Folding Poly Adirondack Chair with Side Table (2-Piece Set),WestinTrends,"Sit back and unwind after a long day with this attractive outdoor patio set. With its lovely Adirondack chair and gorgeous patio accent side table, this wonderful 2-piece set is sure to brighten up your patio. Each piece is designed with HDPE material that is durable and has weather and UV resistance for an overall well-built patio set. The versatile design allows for the chair to be used both indoors and outdoors. Whether it be on the patio or next to the pool, wherever it is, it will make a statement and add style to your space.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 29.2"" W x 32"" D x 35.2"" H</li>
  <li>Side Table: 14"" W x 14"" D x 18"" H</li>
</ul>",,,"Set Includes: One (1) Malibu Adirondack Chair, One (1) Side Table",The chair features an optimized storage capability with an effortless folding feature for convenient storage.,"This set features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair features a timeless, classic aesthetic, with a wide backrest, armrests, and waterfall seat",,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult,Patio Lounge Sets,1,2,20,14,20.3,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,2,20,14,20,Adirondack chair,36,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Adirondack Chair,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-126,WestinTrends Dylan HDPE Outdoor Patio Adirondack Chair with Side Table (2-Piece Set),WestinTrends,"With this gorgeous 2-piece Adirondack chair and table set, unwind after a long day. The chair allows you to sit in comfort and style with a modern seashell backrest and reclining seat made from a solid HDPE material that is designed to endure rain and UV rays with a UV-resistant composition to protect the gorgeous colors all year long. The chair's sturdy design is built to last and isn't vulnerable to splinters, cracks, crumbles, or peeling like natural wood. This modern and stylish chair is stain-resistant and easy to clean with soap, water, and a gentle brush thanks to the material. It will protect you from any accidents that might happen, making it the ideal set for your backyard space.&nbsp;</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 300 LBS</li>
  <li>Weight Capacity Per Table: 180 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 24"" W x 33.5"" D x 36.4"" H</li>
  <li>Side Table: 18"" W x 18"" D x 18"" H</li>
  <li>Chair Weight: 51 LBS</li>
  <li>Table Weight: 10.5 LBS<br>
</li>
</ul>",,,"Set Includes: One (1) Dylan Adirondack Chair, One (1) Side Table",Vibrantly colored during manufacturing for even distribution & deep embedding of colors within the plastic.,"This collection features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chairs feature an enhanced sink-in comfort with sloped seat, armrests and wide backrest",,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult,Patio Lounge Sets,1,2,20,15,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,15,20,Adirondack chair,42,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Adirondack Chair,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-131,WestinTrends Tuscany HIPS Outdoor Patio Folding Adirondack Chair with Side Table (2-Piece Set),WestinTrends,"Grab your drink of choice and relax on the porch with this charming and classic Adirondack and side table set. The seashell Adirondack back brings a piece of the beach home with you and gives your home a refreshing feeling. Each piece is crafted with an eco-friendly HIPS (polystyrene) material that is lightweight and perfect for the outdoors with its all-weather resistance to withstand those warm summer days and the cold winters. Hold all your drinks and snacks on the double-decker-designed table and keep your favorite books underneath. Give your home that much-needed place to rest and relax with this charming set.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HIPS</li>
  <li>Hardware Material: 304 Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
  <li>Weight Capacity Per Table: 180 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair : 32.2"" W x 37.2"" D x 37.8"" H</li>
  <li>Side Table : 24"" W x 16.7"" D x 18.1"" H</li>
  <li>Chair Weight: 39.9 LBS</li>
  <li>Table Weight: 21.5 LBS</li>
</ul>",,,"Set Includes: One (1) Tuscany Adirondack Chair, One (1) Side Table.",The chair features an optimized storage capability with an effortless folding feature for convenient storage.,"This collection features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair features a tall, curved, seashell backrest, wide sloped seat base, and  armrests enhance comfort for prolonged lounging",,,imported,"Adult Assembly Required, Tools Provided",,Polystyrene,Adult,Patio Lounge Sets,1,2,20,15.4,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,15.4,20,Adirondack chair,39.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Adirondack Chair,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-136,WestinTrends Malibu HDPE Outdoor Patio Folding Poly Adirondack Conversation Set (3-Piece),WestinTrends,"Sit back and unwind after a long day with this attractive outdoor patio set. With its lovely Adirondack chair and gorgeous patio accent side table, this wonderful 3-piece set is sure to brighten up your patio. Each piece is designed with HDPE material that is durable and has weather and UV resistance for an overall well-built patio set. The versatile design allows for the chair to be used both indoors and outdoors. Whether it be on the patio or next to the pool, wherever it is, it will make a statement and add style to your space.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
  <li>Weight Capacity Per Table: 180 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 29.2"" W x 32"" D x 35.2"" H</li>
  <li>Chair Seat Height - Floor to Seat: 14""</li>
  <li>Side Table: 14"" W x 14"" D x 18"" H</li>
  <li>Chair Weight: 36 LBS</li>
  <li>Table Weight: 8.9 LBS</li>
</ul>",,,"Set Includes: Two (2) Malibu Adirondack Chairs, One (1) Side Table",The chair features an optimized storage capability with an effortless folding feature for convenient storage.,"This set features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair features a timeless, classic aesthetic, with a wide backrest, armrests, and waterfall seat",,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult,Patio Conversation Sets,2,3,20,14,20.3,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,2,20,14,20,Adirondack chair,36,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-141,WestinTrends Dylan HDPE Outdoor Patio Adirondack Conversation Set (3-Piece),WestinTrends,"Sit back, relax, and catch a tan, or enjoy some family time on these stunningly crafted 3-piece Adirondack chairs and table set. Designed with comfort and style in mind, with a broad armrest for extra armroom, a curved reclined seashell backrest for a more comfortable seat, and a high back that helps create less tension on your back. Constructed from a durable and solid HDPE material that is weather resistant and, unlike wood, won't rot, crack, chip, peel, or splinter. A UV-resistant coating reduces fading, keeping the colors vibrant and amazing all year long. These attractive chairs are easy to clean, making them perfect for the outdoors, and they are sure to make your backyard the place to be.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HDPE</li>
  <li>Hardware Material: Marine Grade Stainless Steel</li>
  <li>Weight Capacity Per Chair: 300 LBS</li>
  <li>Weight Capacity Per Table: 180 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair: 24"" W x 33.5"" D x 36.4"" H</li>
  <li>Chair Seat Height - Floor to Seat: 15""</li>
  <li>Side Table: 18"" W x 18"" D x 18"" H</li>
  <li>Chair Weight: 42 LBS</li>
  <li>Table Weight: 10.5 LBS</li>
</ul>",,,"Set Includes: Two (2) Dylan Adirondack Chairs, One (1) Side Table",Vibrantly colored during manufacturing for even distribution & deep embedding of colors within the plastic.,"This collection features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chairs feature an enhanced sink-in comfort with sloped seat, armrests and wide backrest",,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult,Patio Lounge Sets,2,3,20,15,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,15,20,Adirondack chair,42,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-146,WestinTrends Tuscany HIPS Outdoor Patio Folding Adirondack Conversation Set (3-Piece),WestinTrends,"Grab your drink of choice and relax on the porch with a friend this season on this charming and classic 3-piece Adirondack and side table set. The seashell Adirondack back brings a piece of the beach home with you and gives your home a refreshing feeling. Each piece is crafted with a high-impact polystyrene (HIPS) plastic material that is lightweight and perfect for the outdoors with its all-weather resistance to withstand those warm summer days and the cold winters. Hold all your drinks and snacks on the double-layer side table, and keep your favorite books underneath. Give your backyard that much needed place to rest and relax with this charming set.</p>
<strong>Details</strong></p>
<ul>
  <li>Primary Material: HIPS</li>
  <li>Hardware Material: 304 Stainless Steel</li>
  <li>Weight Capacity Per Chair: 330 LBS</li>
  <li>Weight Capacity Per Table: 180 LBS</li>
</ul>
<strong>Product Dimensions</strong></p>
<ul>
  <li>Adirondack Chair : 32.2"" W x 37.2"" D x 37.8"" H</li>
  <li>Chair Seat Height - Floor to Seat: 15.4""</li>
  <li>Side Table : 24"" W x 16.7"" D x 18.1"" H</li>
  <li>Chair Weight: 39.9 LBS</li>
  <li>Table Weight: 21.5 LBS</li>
</ul>",,,"Set Includes: Two (2) Tuscany Adirondack Chairs, One (1) Side Table.",The chair features an optimized storage capability with an effortless folding feature for convenient storage.,"This collection features all-weather and uv-resistant construction ensuring it withstands sun exposure, snow, rain, and wet rot","The chair features a tall, curved, seashell backrest, wide sloped seat base, and  armrests enhance comfort for prolonged lounging",,,imported,"Adult Assembly Required, Tools Provided",,Polystyrene,Adult,Patio Conversation Sets,2,3,20,15.4,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),Fixed Arms,No Cushion,,37.2,37.8,37.2,Adirondack chair,39.9,32.2,,,,,,,,,HDPE,37.8,,,,,,,,,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
